"","date","region","cases","deaths"
"1419",2020-03-28,"nevada",738,14
"1420",2020-03-28,"new hampshire",214,2
"1421",2020-03-28,"new jersey",11124,140
"1422",2020-03-28,"new mexico",208,2
"1423",2020-03-28,"new york",53363,782
"1424",2020-03-28,"north carolina",972,4
"1425",2020-03-28,"north dakota",94,1
"1426",2020-03-28,"northern mariana islands",2,0
"1427",2020-03-28,"ohio",1406,25
"1428",2020-03-28,"oklahoma",377,15
"1429",2020-03-28,"oregon",479,13
"1430",2020-03-28,"pennsylvania",2815,35
"1431",2020-03-28,"puerto rico",100,3
"1432",2020-03-28,"rhode island",239,2
"1433",2020-03-28,"south carolina",660,15
"1434",2020-03-28,"south dakota",68,1
"1435",2020-03-28,"tennessee",1364,6
"1436",2020-03-28,"texas",2161,29
"1437",2020-03-28,"utah",608,2
"1438",2020-03-28,"vermont",211,12
"1439",2020-03-28,"virgin islands",19,0
"1440",2020-03-28,"virginia",740,17
"1441",2020-03-28,"washington",4311,191
"1442",2020-03-28,"west virginia",113,0
"1443",2020-03-28,"wisconsin",1042,17
"1444",2020-03-28,"wyoming",84,0
"1445",2020-03-29,"alabama",830,5
"1446",2020-03-29,"alaska",114,1
"1447",2020-03-29,"arizona",929,18
"1448",2020-03-29,"arkansas",449,6
"1449",2020-03-29,"california",6266,130
"1450",2020-03-29,"colorado",2315,47
"1451",2020-03-29,"connecticut",1993,34
"1452",2020-03-29,"delaware",232,6
"1453",2020-03-29,"district of columbia",342,5
"1454",2020-03-29,"florida",4942,59
"1455",2020-03-29,"georgia",2683,83
"1456",2020-03-29,"guam",58,1
"1457",2020-03-29,"hawaii",175,0
"1458",2020-03-29,"idaho",310,6
"1459",2020-03-29,"illinois",4613,70
"1460",2020-03-29,"indiana",1514,32
"1461",2020-03-29,"iowa",336,4
"1462",2020-03-29,"kansas",332,7
"1463",2020-03-29,"kentucky",439,9
"1464",2020-03-29,"louisiana",3540,152
"1465",2020-03-29,"maine",253,3
"1466",2020-03-29,"maryland",1244,11
"1467",2020-03-29,"massachusetts",4955,48
"1468",2020-03-29,"michigan",5486,132
"1469",2020-03-29,"minnesota",504,9
"1470",2020-03-29,"mississippi",759,14
"1471",2020-03-29,"missouri",903,12
"1472",2020-03-29,"montana",161,1
"1473",2020-03-29,"nebraska",137,2
"1474",2020-03-29,"nevada",920,15
"1475",2020-03-29,"new hampshire",258,3
"1476",2020-03-29,"new jersey",13386,161
"1477",2020-03-29,"new mexico",237,2
"1478",2020-03-29,"new york",59568,965
"1479",2020-03-29,"north carolina",1167,6
"1480",2020-03-29,"north dakota",98,1
"1481",2020-03-29,"northern mariana islands",2,0
"1482",2020-03-29,"ohio",1665,30
"1483",2020-03-29,"oklahoma",429,16
"1484",2020-03-29,"oregon",548,13
"1485",2020-03-29,"pennsylvania",3441,40
"1486",2020-03-29,"puerto rico",127,5
"1487",2020-03-29,"rhode island",294,3
"1488",2020-03-29,"south carolina",774,16
"1489",2020-03-29,"south dakota",90,1
"1490",2020-03-29,"tennessee",1570,7
"1491",2020-03-29,"texas",2712,35
"1492",2020-03-29,"utah",719,2
"1493",2020-03-29,"vermont",235,12
"1494",2020-03-29,"virgin islands",23,0
"1495",2020-03-29,"virginia",890,22
"1496",2020-03-29,"washington",4896,207
"1497",2020-03-29,"west virginia",124,1
"1498",2020-03-29,"wisconsin",1120,17
"1499",2020-03-29,"wyoming",87,0
"1500",2020-03-30,"alabama",947,11
"1501",2020-03-30,"alaska",119,2
"1502",2020-03-30,"arizona",1169,20
"1503",2020-03-30,"arkansas",508,7
"1504",2020-03-30,"california",7421,146
"1505",2020-03-30,"colorado",2628,51
"1506",2020-03-30,"connecticut",2571,36
"1507",2020-03-30,"delaware",264,7
"1508",2020-03-30,"district of columbia",401,9
"1509",2020-03-30,"florida",5694,71
"1510",2020-03-30,"georgia",3032,102
"1511",2020-03-30,"guam",60,1
"1512",2020-03-30,"hawaii",204,0
"1513",2020-03-30,"idaho",415,7
"1514",2020-03-30,"illinois",5070,84
"1515",2020-03-30,"indiana",1788,35
"1516",2020-03-30,"iowa",424,6
"1517",2020-03-30,"kansas",373,9
"1518",2020-03-30,"kentucky",480,11
"1519",2020-03-30,"louisiana",4025,186
"1520",2020-03-30,"maine",275,3
"1521",2020-03-30,"maryland",1414,15
"1522",2020-03-30,"massachusetts",5752,56
"1523",2020-03-30,"michigan",6508,197
"1524",2020-03-30,"minnesota",576,10
"1525",2020-03-30,"mississippi",848,16
"1526",2020-03-30,"missouri",1050,13
"1527",2020-03-30,"montana",177,4
"1528",2020-03-30,"nebraska",185,3
"1529",2020-03-30,"nevada",1044,18
"1530",2020-03-30,"new hampshire",314,3
"1531",2020-03-30,"new jersey",16636,199
"1532",2020-03-30,"new mexico",281,4
"1533",2020-03-30,"new york",67174,1224
"1534",2020-03-30,"north carolina",1304,6
"1535",2020-03-30,"north dakota",109,3
"1536",2020-03-30,"northern mariana islands",2,0
"1537",2020-03-30,"ohio",1933,40
"1538",2020-03-30,"oklahoma",481,17
"1539",2020-03-30,"oregon",606,16
"1540",2020-03-30,"pennsylvania",4156,48
"1541",2020-03-30,"puerto rico",174,6
"1542",2020-03-30,"rhode island",408,4
"1543",2020-03-30,"south carolina",925,18
"1544",2020-03-30,"south dakota",101,1
"1545",2020-03-30,"tennessee",1721,13
"1546",2020-03-30,"texas",3043,46
"1547",2020-03-30,"utah",806,4
"1548",2020-03-30,"vermont",256,12
"1549",2020-03-30,"virgin islands",30,0
"1550",2020-03-30,"virginia",1021,26
"1551",2020-03-30,"washington",5179,221
"1552",2020-03-30,"west virginia",145,1
"1553",2020-03-30,"wisconsin",1267,20
"1554",2020-03-30,"wyoming",95,0
"1555",2020-03-31,"alabama",999,13
"1556",2020-03-31,"alaska",133,2
"1557",2020-03-31,"arizona",1298,24
"1558",2020-03-31,"arkansas",564,8
"1559",2020-03-31,"california",8582,183
"1560",2020-03-31,"colorado",2990,69
"1561",2020-03-31,"connecticut",3128,69
"1562",2020-03-31,"delaware",319,10
"1563",2020-03-31,"district of columbia",495,9
"1564",2020-03-31,"florida",6741,85
"1565",2020-03-31,"georgia",4117,125
"1566",2020-03-31,"guam",139,2
"1567",2020-03-31,"hawaii",224,1
"1568",2020-03-31,"idaho",526,9
"1569",2020-03-31,"illinois",5994,107
"1570",2020-03-31,"indiana",2159,50
"1571",2020-03-31,"iowa",498,7
"1572",2020-03-31,"kansas",434,10
"1573",2020-03-31,"kentucky",590,18
"1574",2020-03-31,"louisiana",5237,240
"1575",2020-03-31,"maine",303,5
"1576",2020-03-31,"maryland",1662,18
"1577",2020-03-31,"massachusetts",6620,89
"1578",2020-03-31,"michigan",7630,264
"1579",2020-03-31,"minnesota",629,12
"1580",2020-03-31,"mississippi",937,20
"1581",2020-03-31,"missouri",1351,15
"1582",2020-03-31,"montana",198,5
"1583",2020-03-31,"nebraska",193,4
"1584",2020-03-31,"nevada",1113,26
"1585",2020-03-31,"new hampshire",367,3
"1586",2020-03-31,"new jersey",18696,267
"1587",2020-03-31,"new mexico",315,5
"1588",2020-03-31,"new york",75832,1550
"1589",2020-03-31,"north carolina",1528,10
"1590",2020-03-31,"north dakota",126,3
"1591",2020-03-31,"northern mariana islands",2,0
"1592",2020-03-31,"ohio",2199,55
"1593",2020-03-31,"oklahoma",566,23
"1594",2020-03-31,"oregon",690,18
"1595",2020-03-31,"pennsylvania",4997,72
"1596",2020-03-31,"puerto rico",239,8
"1597",2020-03-31,"rhode island",488,8
"1598",2020-03-31,"south carolina",1083,22
"1599",2020-03-31,"south dakota",108,1
"1600",2020-03-31,"tennessee",2049,13
"1601",2020-03-31,"texas",3576,57
"1602",2020-03-31,"utah",887,5
"1603",2020-03-31,"vermont",293,13
"1604",2020-03-31,"virgin islands",30,0
"1605",2020-03-31,"virginia",1250,27
"1606",2020-03-31,"washington",5292,226
"1607",2020-03-31,"west virginia",162,1
"1608",2020-03-31,"wisconsin",1351,25
"1609",2020-03-31,"wyoming",120,0
"1610",2020-04-01,"alabama",1106,28
"1611",2020-04-01,"alaska",143,2
"1612",2020-04-01,"arizona",1413,29
"1613",2020-04-01,"arkansas",624,10
"1614",2020-04-01,"california",9816,212
"1615",2020-04-01,"colorado",3346,80
"1616",2020-04-01,"connecticut",3557,85
"1617",2020-04-01,"delaware",368,11
"1618",2020-04-01,"district of columbia",586,11
"1619",2020-04-01,"florida",7765,100
"1620",2020-04-01,"georgia",4748,154
"1621",2020-04-01,"guam",147,3
"1622",2020-04-01,"hawaii",258,1
"1623",2020-04-01,"idaho",669,9
"1624",2020-04-01,"illinois",6980,146
"1625",2020-04-01,"indiana",2565,65
"1626",2020-04-01,"iowa",549,9
"1627",2020-04-01,"kansas",488,11
"1628",2020-04-01,"kentucky",682,20
"1629",2020-04-01,"louisiana",6424,273
"1630",2020-04-01,"maine",344,7
"1631",2020-04-01,"maryland",1985,33
"1632",2020-04-01,"massachusetts",7738,122
"1633",2020-04-01,"michigan",9293,336
"1634",2020-04-01,"minnesota",689,17
"1635",2020-04-01,"mississippi",1073,22
"1636",2020-04-01,"missouri",1581,18
"1637",2020-04-01,"montana",217,5
"1638",2020-04-01,"nebraska",249,5
"1639",2020-04-01,"nevada",1279,32
"1640",2020-04-01,"new hampshire",415,4
"1641",2020-04-01,"new jersey",22255,355
"1642",2020-04-01,"new mexico",363,6
"1643",2020-04-01,"new york",83889,1941
"1644",2020-04-01,"north carolina",1582,11
"1645",2020-04-01,"north dakota",147,3
"1646",2020-04-01,"northern mariana islands",6,1
"1647",2020-04-01,"ohio",2547,65
"1648",2020-04-01,"oklahoma",719,30
"1649",2020-04-01,"oregon",736,19
"1650",2020-04-01,"pennsylvania",5805,74
"1651",2020-04-01,"puerto rico",286,11
"1652",2020-04-01,"rhode island",566,10
"1653",2020-04-01,"south carolina",1293,26
"1654",2020-04-01,"south dakota",129,2
"1655",2020-04-01,"tennessee",2690,23
"1656",2020-04-01,"texas",4261,63
"1657",2020-04-01,"utah",1012,7
"1658",2020-04-01,"vermont",321,16
"1659",2020-04-01,"virgin islands",30,0
"1660",2020-04-01,"virginia",1511,34
"1661",2020-04-01,"washington",5588,249
"1662",2020-04-01,"west virginia",191,2
"1663",2020-04-01,"wisconsin",1550,33
"1664",2020-04-01,"wyoming",137,0
"1665",2020-04-02,"alabama",1270,32
"1666",2020-04-02,"alaska",146,2
"1667",2020-04-02,"arizona",1600,35
"1668",2020-04-02,"arkansas",683,12
"1669",2020-04-02,"california",11190,247
"1670",2020-04-02,"colorado",3728,96
"1671",2020-04-02,"connecticut",3824,112
"1672",2020-04-02,"delaware",393,12
"1673",2020-04-02,"district of columbia",653,12
"1674",2020-04-02,"florida",9000,144
"1675",2020-04-02,"georgia",5444,176
"1676",2020-04-02,"guam",152,3
"1677",2020-04-02,"hawaii",283,2
"1678",2020-04-02,"idaho",891,9
"1679",2020-04-02,"illinois",7695,165
"1680",2020-04-02,"indiana",3039,78
"1681",2020-04-02,"iowa",614,11
"1682",2020-04-02,"kansas",554,14
"1683",2020-04-02,"kentucky",755,34
"1684",2020-04-02,"louisiana",9150,310
"1685",2020-04-02,"maine",376,7
"1686",2020-04-02,"maryland",2331,36
"1687",2020-04-02,"massachusetts",8966,154
"1688",2020-04-02,"michigan",10791,417
"1689",2020-04-02,"minnesota",742,18
"1690",2020-04-02,"mississippi",1177,26
"1691",2020-04-02,"missouri",1834,24
"1692",2020-04-02,"montana",241,5
"1693",2020-04-02,"nebraska",273,6
"1694",2020-04-02,"nevada",1458,38
"1695",2020-04-02,"new hampshire",479,5
"1696",2020-04-02,"new jersey",25590,539
"1697",2020-04-02,"new mexico",403,7
"1698",2020-04-02,"new york",92381,2373
"1699",2020-04-02,"north carolina",1857,17
"1700",2020-04-02,"north dakota",159,3
"1701",2020-04-02,"northern mariana islands",8,1
"1702",2020-04-02,"ohio",2902,81
"1703",2020-04-02,"oklahoma",879,34
"1704",2020-04-02,"oregon",826,21
"1705",2020-04-02,"pennsylvania",7016,90
"1706",2020-04-02,"puerto rico",316,12
"1707",2020-04-02,"rhode island",657,12
"1708",2020-04-02,"south carolina",1554,31
"1709",2020-04-02,"south dakota",165,2
"1710",2020-04-02,"tennessee",2869,32
"1711",2020-04-02,"texas",4880,79
"1712",2020-04-02,"utah",1074,7
"1713",2020-04-02,"vermont",338,17
"1714",2020-04-02,"virgin islands",37,0
"1715",2020-04-02,"virginia",1706,41
"1716",2020-04-02,"washington",6585,272
"1717",2020-04-02,"west virginia",217,2
"1718",2020-04-02,"wisconsin",1730,37
"1719",2020-04-02,"wyoming",153,0
"1720",2020-04-03,"alabama",1535,38
"1721",2020-04-03,"alaska",156,2
"1722",2020-04-03,"arizona",1769,41
"1723",2020-04-03,"arkansas",738,12
"1724",2020-04-03,"california",12569,282
"1725",2020-04-03,"colorado",4182,110
"1726",2020-04-03,"connecticut",4915,132
"1727",2020-04-03,"delaware",450,14
"1728",2020-04-03,"district of columbia",757,15
"1729",2020-04-03,"florida",10260,169
"1730",2020-04-03,"georgia",5967,198
"1731",2020-04-03,"guam",154,4
"1732",2020-04-03,"hawaii",317,3
"1733",2020-04-03,"idaho",1013,10
"1734",2020-04-03,"illinois",8904,211
"1735",2020-04-03,"indiana",3437,102
"1736",2020-04-03,"iowa",699,11
"1737",2020-04-03,"kansas",624,19
"1738",2020-04-03,"kentucky",770,34
"1739",2020-04-03,"louisiana",10297,370
"1740",2020-04-03,"maine",432,9
"1741",2020-04-03,"maryland",2758,42
"1742",2020-04-03,"massachusetts",10402,192
"1743",2020-04-03,"michigan",12670,478
"1744",2020-04-03,"minnesota",789,22
"1745",2020-04-03,"mississippi",1358,29
"1746",2020-04-03,"missouri",2113,31
"1747",2020-04-03,"montana",262,5
"1748",2020-04-03,"nebraska",296,6
"1749",2020-04-03,"nevada",1549,43
"1750",2020-04-03,"new hampshire",540,7
"1751",2020-04-03,"new jersey",29895,647
"1752",2020-04-03,"new mexico",495,10
"1753",2020-04-03,"new york",102870,2935
"1754",2020-04-03,"north carolina",2093,19
"1755",2020-04-03,"north dakota",173,3
"1756",2020-04-03,"northern mariana islands",8,1
"1757",2020-04-03,"ohio",3312,91
"1758",2020-04-03,"oklahoma",988,38
"1759",2020-04-03,"oregon",899,22
"1760",2020-04-03,"pennsylvania",8420,102
"1761",2020-04-03,"puerto rico",378,15
"1762",2020-04-03,"rhode island",711,14
"1763",2020-04-03,"south carolina",1700,34
"1764",2020-04-03,"south dakota",187,2
"1765",2020-04-03,"tennessee",3032,36
"1766",2020-04-03,"texas",5669,97
"1767",2020-04-03,"utah",1260,7
"1768",2020-04-03,"vermont",389,17
"1769",2020-04-03,"virgin islands",38,0
"1770",2020-04-03,"virginia",2012,46
"1771",2020-04-03,"washington",6966,293
"1772",2020-04-03,"west virginia",242,2
"1773",2020-04-03,"wisconsin",1916,49
"1774",2020-04-03,"wyoming",166,0
"1775",2020-04-04,"alabama",1633,44
"1776",2020-04-04,"alaska",169,3
"1777",2020-04-04,"arizona",2019,53
"1778",2020-04-04,"arkansas",743,14
"1779",2020-04-04,"california",13796,323
"1780",2020-04-04,"colorado",4574,126
"1781",2020-04-04,"connecticut",5276,165
"1782",2020-04-04,"delaware",593,14
"1783",2020-04-04,"district of columbia",902,21
"1784",2020-04-04,"florida",11537,194
"1785",2020-04-04,"georgia",6383,208
"1786",2020-04-04,"guam",223,4
"1787",2020-04-04,"hawaii",349,3
"1788",2020-04-04,"idaho",1077,10
"1789",2020-04-04,"illinois",10357,248
"1790",2020-04-04,"indiana",3953,116
"1791",2020-04-04,"iowa",786,11
"1792",2020-04-04,"kansas",701,21
"1793",2020-04-04,"kentucky",917,40
"1794",2020-04-04,"louisiana",12496,412
"1795",2020-04-04,"maine",456,10
"1796",2020-04-04,"maryland",3125,54
"1797",2020-04-04,"massachusetts",11736,216
"1798",2020-04-04,"michigan",14225,540
"1799",2020-04-04,"minnesota",865,24
"1800",2020-04-04,"mississippi",1455,35
"1801",2020-04-04,"missouri",2291,44
"1802",2020-04-04,"montana",281,6
"1803",2020-04-04,"nebraska",339,8
"1804",2020-04-04,"nevada",1758,46
"1805",2020-04-04,"new hampshire",621,9
"1806",2020-04-04,"new jersey",34124,847
"1807",2020-04-04,"new mexico",543,11
"1808",2020-04-04,"new york",114996,3568
"1809",2020-04-04,"north carolina",2402,30
"1810",2020-04-04,"north dakota",186,3
"1811",2020-04-04,"northern mariana islands",8,1
"1812",2020-04-04,"ohio",3739,102
"1813",2020-04-04,"oklahoma",1159,42
"1814",2020-04-04,"oregon",999,26
"1815",2020-04-04,"pennsylvania",10109,139
"1816",2020-04-04,"puerto rico",452,18
"1817",2020-04-04,"rhode island",806,17
"1818",2020-04-04,"south carolina",1917,40
"1819",2020-04-04,"south dakota",212,2
"1820",2020-04-04,"tennessee",3265,47
"1821",2020-04-04,"texas",6566,124
"1822",2020-04-04,"utah",1428,8
"1823",2020-04-04,"vermont",461,20
"1824",2020-04-04,"virgin islands",42,0
"1825",2020-04-04,"virginia",2407,52
"1826",2020-04-04,"washington",7498,318
"1827",2020-04-04,"west virginia",282,2
"1828",2020-04-04,"wisconsin",2112,60
"1829",2020-04-04,"wyoming",187,0
"1830",2020-04-05,"alabama",1841,45
"1831",2020-04-05,"alaska",183,4
"1832",2020-04-05,"arizona",2269,64
"1833",2020-04-05,"arkansas",853,16
"1834",2020-04-05,"california",15076,349
"1835",2020-04-05,"colorado",4950,140
"1836",2020-04-05,"connecticut",5675,189
"1837",2020-04-05,"delaware",673,14
"1838",2020-04-05,"district of columbia",998,22
"1839",2020-04-05,"florida",12342,220
"1840",2020-04-05,"georgia",6742,219
"1841",2020-04-05,"guam",265,4
"1842",2020-04-05,"hawaii",369,4
"1843",2020-04-05,"idaho",1101,10
"1844",2020-04-05,"illinois",11276,282
"1845",2020-04-05,"indiana",4411,127
"1846",2020-04-05,"iowa",868,22
"1847",2020-04-05,"kansas",763,23
"1848",2020-04-05,"kentucky",1048,44
"1849",2020-04-05,"louisiana",13010,477
"1850",2020-04-05,"maine",470,10
"1851",2020-04-05,"maryland",3609,68
"1852",2020-04-05,"massachusetts",12500,231
"1853",2020-04-05,"michigan",15635,616
"1854",2020-04-05,"minnesota",935,29
"1855",2020-04-05,"mississippi",1638,43
"1856",2020-04-05,"missouri",2367,52
"1857",2020-04-05,"montana",298,6
"1858",2020-04-05,"nebraska",377,8
"1859",2020-04-05,"nevada",1880,46
"1860",2020-04-05,"new hampshire",669,9
"1861",2020-04-05,"new jersey",37505,917
"1862",2020-04-05,"new mexico",624,12
"1863",2020-04-05,"new york",122911,4161
"1864",2020-04-05,"north carolina",2585,37
"1865",2020-04-05,"north dakota",207,3
"1866",2020-04-05,"northern mariana islands",8,1
"1867",2020-04-05,"ohio",4043,119
"1868",2020-04-05,"oklahoma",1252,46
"1869",2020-04-05,"oregon",1068,27
"1870",2020-04-05,"pennsylvania",11589,159
"1871",2020-04-05,"puerto rico",475,20
"1872",2020-04-05,"rhode island",922,25
"1873",2020-04-05,"south carolina",2049,44
"1874",2020-04-05,"south dakota",240,2
"1875",2020-04-05,"tennessee",3538,50
"1876",2020-04-05,"texas",7091,136
"1877",2020-04-05,"utah",1605,8
"1878",2020-04-05,"vermont",512,22
"1879",2020-04-05,"virgin islands",42,0
"1880",2020-04-05,"virginia",2637,52
"1881",2020-04-05,"washington",7984,344
"1882",2020-04-05,"west virginia",324,3
"1883",2020-04-05,"wisconsin",2267,73
"1884",2020-04-05,"wyoming",200,0
"1885",2020-04-06,"alabama",2006,53
"1886",2020-04-06,"alaska",189,4
"1887",2020-04-06,"arizona",2465,67
"1888",2020-04-06,"arkansas",927,16
"1889",2020-04-06,"california",16284,386
"1890",2020-04-06,"colorado",5172,150
"1891",2020-04-06,"connecticut",6906,206
"1892",2020-04-06,"delaware",783,15
"1893",2020-04-06,"district of columbia",1097,24
"1894",2020-04-06,"florida",13621,253
"1895",2020-04-06,"georgia",7558,294
"1896",2020-04-06,"guam",266,4
"1897",2020-04-06,"hawaii",385,5
"1898",2020-04-06,"idaho",1170,13
"1899",2020-04-06,"illinois",12262,309
"1900",2020-04-06,"indiana",4956,141
"1901",2020-04-06,"iowa",946,25
"1902",2020-04-06,"kansas",853,25
"1903",2020-04-06,"kentucky",1057,52
"1904",2020-04-06,"louisiana",14867,512
"1905",2020-04-06,"maine",499,10
"1906",2020-04-06,"maryland",4045,92
"1907",2020-04-06,"massachusetts",13837,260
"1908",2020-04-06,"michigan",17130,727
"1909",2020-04-06,"minnesota",986,30
"1910",2020-04-06,"mississippi",1738,51
"1911",2020-04-06,"missouri",2722,56
"1912",2020-04-06,"montana",319,6
"1913",2020-04-06,"nebraska",438,10
"1914",2020-04-06,"nevada",1971,58
"1915",2020-04-06,"new hampshire",715,9
"1916",2020-04-06,"new jersey",41090,1005
"1917",2020-04-06,"new mexico",686,12
"1918",2020-04-06,"new york",130689,4758
"1919",2020-04-06,"north carolina",2870,40
"1920",2020-04-06,"north dakota",225,3
"1921",2020-04-06,"northern mariana islands",8,1
"1922",2020-04-06,"ohio",4450,142
"1923",2020-04-06,"oklahoma",1327,51
"1924",2020-04-06,"oregon",1132,29
"1925",2020-04-06,"pennsylvania",13074,169
"1926",2020-04-06,"puerto rico",513,21
"1927",2020-04-06,"rhode island",1082,27
"1928",2020-04-06,"south carolina",2232,48
"1929",2020-04-06,"south dakota",288,4
"1930",2020-04-06,"tennessee",3753,65
"1931",2020-04-06,"texas",8104,159
"1932",2020-04-06,"utah",1675,13
"1933",2020-04-06,"vermont",543,23
"1934",2020-04-06,"virgin islands",43,1
"1935",2020-04-06,"virginia",2878,54
"1936",2020-04-06,"washington",8384,383
"1937",2020-04-06,"west virginia",345,4
"1938",2020-04-06,"wisconsin",2440,83
"1939",2020-04-06,"wyoming",212,0
"1940",2020-04-07,"alabama",2197,64
"1941",2020-04-07,"alaska",211,4
"1942",2020-04-07,"arizona",2575,77
"1943",2020-04-07,"arkansas",997,18
"1944",2020-04-07,"california",17540,447
"1945",2020-04-07,"colorado",5429,179
"1946",2020-04-07,"connecticut",7781,277
"1947",2020-04-07,"delaware",928,16
"1948",2020-04-07,"district of columbia",1211,24
"1949",2020-04-07,"florida",14739,295
"1950",2020-04-07,"georgia",9156,348
"1951",2020-04-07,"guam",274,4
"1952",2020-04-07,"hawaii",408,5
"1953",2020-04-07,"idaho",1210,15
"1954",2020-04-07,"illinois",13549,384
"1955",2020-04-07,"indiana",5507,173
"1956",2020-04-07,"iowa",1048,26
"1957",2020-04-07,"kansas",905,30
"1958",2020-04-07,"kentucky",1289,66
"1959",2020-04-07,"louisiana",16284,582
"1960",2020-04-07,"maine",519,12
"1961",2020-04-07,"maryland",4371,104
"1962",2020-04-07,"massachusetts",15202,356
"1963",2020-04-07,"michigan",18852,845
"1964",2020-04-07,"minnesota",1069,34
"1965",2020-04-07,"mississippi",1915,59
"1966",2020-04-07,"missouri",3037,79
"1967",2020-04-07,"montana",319,6
"1968",2020-04-07,"nebraska",490,12
"1969",2020-04-07,"nevada",2101,60
"1970",2020-04-07,"new hampshire",747,13
"1971",2020-04-07,"new jersey",44416,1232
"1972",2020-04-07,"new mexico",794,13
"1973",2020-04-07,"new york",140081,5563
"1974",2020-04-07,"north carolina",3220,50
"1975",2020-04-07,"north dakota",237,4
"1976",2020-04-07,"northern mariana islands",8,2
"1977",2020-04-07,"ohio",4782,167
"1978",2020-04-07,"oklahoma",1472,67
"1979",2020-04-07,"oregon",1181,33
"1980",2020-04-07,"pennsylvania",14582,240
"1981",2020-04-07,"puerto rico",573,23
"1982",2020-04-07,"rhode island",1229,30
"1983",2020-04-07,"south carolina",2417,51
"1984",2020-04-07,"south dakota",320,6
"1985",2020-04-07,"tennessee",4010,72
"1986",2020-04-07,"texas",8968,177
"1987",2020-04-07,"utah",1752,13
"1988",2020-04-07,"vermont",575,23
"1989",2020-04-07,"virgin islands",45,1
"1990",2020-04-07,"virginia",3333,69
"1991",2020-04-07,"washington",8682,409
"1992",2020-04-07,"west virginia",412,4
"1993",2020-04-07,"wisconsin",2578,94
"1994",2020-04-07,"wyoming",221,0
"1995",2020-04-08,"alabama",2499,67
"1996",2020-04-08,"alaska",224,5
"1997",2020-04-08,"arizona",2726,80
"1998",2020-04-08,"arkansas",1077,18
"1999",2020-04-08,"california",19043,506
"2000",2020-04-08,"colorado",5655,192
"2001",2020-04-08,"connecticut",8781,335
"2002",2020-04-08,"delaware",1116,19
"2003",2020-04-08,"district of columbia",1440,27
"2004",2020-04-08,"florida",15690,322
"2005",2020-04-08,"georgia",10204,370
"2006",2020-04-08,"guam",409,4
"2007",2020-04-08,"hawaii",433,5
"2008",2020-04-08,"idaho",1232,19
"2009",2020-04-08,"illinois",15078,464
"2010",2020-04-08,"indiana",5943,203
"2011",2020-04-08,"iowa",1145,27
"2012",2020-04-08,"kansas",1055,38
"2013",2020-04-08,"kentucky",1393,73
"2014",2020-04-08,"louisiana",17030,652
"2015",2020-04-08,"maine",537,14
"2016",2020-04-08,"maryland",5529,124
"2017",2020-04-08,"massachusetts",16790,433
"2018",2020-04-08,"michigan",20220,959
"2019",2020-04-08,"minnesota",1154,39
"2020",2020-04-08,"mississippi",2003,67
"2021",2020-04-08,"missouri",3327,86
"2022",2020-04-08,"montana",332,6
"2023",2020-04-08,"nebraska",538,14
"2024",2020-04-08,"nevada",2318,80
"2025",2020-04-08,"new hampshire",788,18
"2026",2020-04-08,"new jersey",47437,1504
"2027",2020-04-08,"new mexico",865,16
"2028",2020-04-08,"new york",149401,6268
"2029",2020-04-08,"north carolina",3423,61
"2030",2020-04-08,"north dakota",251,4
"2031",2020-04-08,"northern mariana islands",11,2
"2032",2020-04-08,"ohio",5148,193
"2033",2020-04-08,"oklahoma",1524,79
"2034",2020-04-08,"oregon",1239,38
"2035",2020-04-08,"pennsylvania",16414,313
"2036",2020-04-08,"puerto rico",620,24
"2037",2020-04-08,"rhode island",1450,35
"2038",2020-04-08,"south carolina",2552,63
"2039",2020-04-08,"south dakota",393,6
"2040",2020-04-08,"tennessee",4246,83
"2041",2020-04-08,"texas",9897,195
"2042",2020-04-08,"utah",1875,13
"2043",2020-04-08,"vermont",605,23
"2044",2020-04-08,"virgin islands",45,1
"2045",2020-04-08,"virginia",3645,75
"2046",2020-04-08,"washington",9097,430
"2047",2020-04-08,"west virginia",483,4
"2048",2020-04-08,"wisconsin",2756,107
"2049",2020-04-08,"wyoming",230,0
"2050",2020-04-09,"alabama",2838,78
"2051",2020-04-09,"alaska",233,5
"2052",2020-04-09,"arizona",3018,89
"2053",2020-04-09,"arkansas",1146,21
"2054",2020-04-09,"california",20191,548
"2055",2020-04-09,"colorado",6202,227
"2056",2020-04-09,"connecticut",9784,380
"2057",2020-04-09,"delaware",1209,23
"2058",2020-04-09,"district of columbia",1523,32
"2059",2020-04-09,"florida",16819,370
"2060",2020-04-09,"georgia",10885,412
"2061",2020-04-09,"guam",542,4
"2062",2020-04-09,"hawaii",440,6
"2063",2020-04-09,"idaho",1353,24
"2064",2020-04-09,"illinois",16422,534
"2065",2020-04-09,"indiana",6351,246
"2066",2020-04-09,"iowa",1270,27
"2067",2020-04-09,"kansas",1116,42
"2068",2020-04-09,"kentucky",1525,84
"2069",2020-04-09,"louisiana",18283,702
"2070",2020-04-09,"maine",560,16
"2071",2020-04-09,"maryland",6185,139
"2072",2020-04-09,"massachusetts",18941,503
"2073",2020-04-09,"michigan",21375,1076
"2074",2020-04-09,"minnesota",1242,50
"2075",2020-04-09,"mississippi",2260,76
"2076",2020-04-09,"missouri",3539,94
"2077",2020-04-09,"montana",354,6
"2078",2020-04-09,"nebraska",594,15
"2079",2020-04-09,"nevada",2456,82
"2080",2020-04-09,"new hampshire",819,21
"2081",2020-04-09,"new jersey",51027,1700
